"account_id","month","balance","days_past_due"
"ACC-0000019",2025-09-01,3439.07,0
"ACC-0000019",2025-10-01,3091.36,0
"ACC-0000019",2025-11-01,2771.06,0
"ACC-0000019",2025-12-01,2417.21,0
"ACC-0000022",2025-01-01,44402.43,0
"ACC-0000022",2025-02-01,41706.33,0
"ACC-0000022",2025-03-01,38835.85,0
"ACC-0000022",2025-04-01,36578.95,0
"ACC-0000022",2025-05-01,34536.59,0
"ACC-0000022",2025-06-01,32088.44,0
"ACC-0000022",2025-07-01,29821.18,0
"ACC-0000022",2025-08-01,27896.32,0
"ACC-0000022",2025-09-01,24727.06,0
"ACC-0000022",2025-10-01,22248.52,0
"ACC-0000022",2025-11-01,20174.93,0
"ACC-0000022",2025-12-01,17595.15,0
"ACC-0000025",2025-01-01,16481.97,19
"ACC-0000025",2025-02-01,15638.6,39
"ACC-0000025",2025-03-01,14467.41,15
"ACC-0000025",2025-04-01,13370.79,41
"ACC-0000025",2025-05-01,12455.44,19
"ACC-0000025",2025-06-01,11599.42,0
"ACC-0000025",2025-07-01,10892.95,0
"ACC-0000025",2025-08-01,10096.23,33
"ACC-0000025",2025-09-01,9118.86,27
"ACC-0000025",2025-10-01,8381.95,4
"ACC-0000025",2025-11-01,7435.25,39
"ACC-0000025",2025-12-01,6697.1,14
"ACC-0000026",2025-01-01,12727.69,0
"ACC-0000026",2025-02-01,11764.42,30
"ACC-0000026",2025-03-01,10593.57,72
"ACC-0000026",2025-04-01,9536.97,46
"ACC-0000026",2025-05-01,8426.8,74
"ACC-0000026",2025-06-01,7738.28,115
"ACC-0000026",2025-07-01,6801.28,89
"ACC-0000026",2025-08-01,6098.06,124
"ACC-0000026",2025-09-01,5007.65,146
"ACC-0000026",2025-10-01,4134.15,123
"ACC-0000026",2025-11-01,3104.14,150
"ACC-0000026",2025-12-01,2077.21,180
"ACC-0000029",2025-01-01,9434.68,0
"ACC-0000029",2025-02-01,8818.11,0
"ACC-0000029",2025-03-01,8158.64,0
"ACC-0000029",2025-04-01,7649.5,0
"ACC-0000029",2025-05-01,6952.09,0
"ACC-0000029",2025-06-01,6449.7,0
"ACC-0000029",2025-07-01,5778.43,0
"ACC-0000029",2025-08-01,5316.77,0
"ACC-0000029",2025-09-01,4673.9,0
"ACC-0000029",2025-10-01,3944.13,0
"ACC-0000029",2025-11-01,3414.87,0
"ACC-0000029",2025-12-01,2961.95,0
"ACC-0000033",2025-01-01,15205.77,19
"ACC-0000033",2025-02-01,14422.26,9
"ACC-0000033",2025-03-01,13166.83,0
"ACC-0000033",2025-04-01,12212.83,40
"ACC-0000033",2025-05-01,11439.23,27
"ACC-0000033",2025-06-01,10154.72,44
"ACC-0000033",2025-07-01,9085.88,38
"ACC-0000033",2025-08-01,8257.87,22
"ACC-0000033",2025-09-01,7488.52,61
"ACC-0000033",2025-10-01,6695.51,104
"ACC-0000033",2025-11-01,5938.59,90
"ACC-0000033",2025-12-01,5047.89,90
"ACC-0000035",2025-01-01,7016.38,0
"ACC-0000035",2025-02-01,6518.56,0
"ACC-0000035",2025-03-01,6160.44,0
"ACC-0000035",2025-04-01,5843.97,0
"ACC-0000035",2025-05-01,5377.91,0
"ACC-0000035",2025-06-01,5070.85,0
"ACC-0000035",2025-07-01,4546.67,19
"ACC-0000035",2025-08-01,4030.12,16
"ACC-0000035",2025-09-01,3496.07,0
"ACC-0000035",2025-10-01,3050.92,43
"ACC-0000035",2025-11-01,2692.04,32
"ACC-0000035",2025-12-01,2169.99,9
"ACC-0000037",2025-01-01,5667.74,0
"ACC-0000037",2025-02-01,5296.93,0
"ACC-0000037",2025-03-01,4946.22,0
"ACC-0000037",2025-04-01,4663.88,0
"ACC-0000037",2025-05-01,4282.12,0
"ACC-0000037",2025-06-01,3961.47,0
"ACC-0000037",2025-07-01,3651.57,0
"ACC-0000037",2025-08-01,3351.4,0
"ACC-0000037",2025-09-01,3019.03,0
"ACC-0000037",2025-10-01,2774.63,0
"ACC-0000037",2025-11-01,2497.73,0
"ACC-0000037",2025-12-01,2143.16,0
"ACC-0000038",2025-01-01,44400.51,0
"ACC-0000038",2025-02-01,40618.49,0
"ACC-0000038",2025-03-01,37876.4,0
"ACC-0000038",2025-04-01,34404.74,0
"ACC-0000038",2025-05-01,30291.28,0
"ACC-0000038",2025-06-01,26360.39,0
"ACC-0000038",2025-07-01,22661.47,0
"ACC-0000038",2025-08-01,19736.39,0
"ACC-0000038",2025-09-01,15612.36,0
"ACC-0000038",2025-10-01,11379.44,0
"ACC-0000038",2025-11-01,8108.81,0
"ACC-0000038",2025-12-01,4964.43,0
"ACC-0000039",2025-01-01,5138.01,26
"ACC-0000039",2025-02-01,4807.79,55
"ACC-0000039",2025-03-01,4431.86,83
"ACC-0000039",2025-04-01,4174.9,107
"ACC-0000039",2025-05-01,3870.96,92
"ACC-0000039",2025-06-01,3609.15,80
"ACC-0000039",2025-07-01,3328.15,79
"ACC-0000039",2025-08-01,3013.74,73
"ACC-0000039",2025-09-01,2579.87,50
"ACC-0000039",2025-10-01,2111.09,79
"ACC-0000039",2025-11-01,1695.86,78
"ACC-0000039",2025-12-01,1272.16,69
"ACC-0000040",2025-01-01,35852.96,0
"ACC-0000040",2025-02-01,33433.17,0
"ACC-0000040",2025-03-01,30481.64,0
"ACC-0000040",2025-04-01,27459.62,0
"ACC-0000040",2025-05-01,24389.62,0
"ACC-0000040",2025-06-01,21667.69,0
"ACC-0000040",2025-07-01,19666.52,0
"ACC-0000040",2025-08-01,16924.88,0
"ACC-0000040",2025-09-01,13836.37,0
"ACC-0000040",2025-10-01,11782.59,0
"ACC-0000040",2025-11-01,9634.76,0
"ACC-0000040",2025-12-01,6415.52,0
"ACC-0000041",2025-01-01,62544.36,0
"ACC-0000041",2025-02-01,56932.48,0
"ACC-0000041",2025-03-01,52789.87,0
"ACC-0000041",2025-04-01,47709.52,0
"ACC-0000041",2025-05-01,44347.22,0
"ACC-0000041",2025-06-01,39869.94,0
"ACC-0000041",2025-07-01,35474.22,0
"ACC-0000041",2025-08-01,30752.31,0
"ACC-0000041",2025-09-01,25331.04,0
"ACC-0000041",2025-10-01,21219.72,0
"ACC-0000041",2025-11-01,15827.05,0
"ACC-0000041",2025-12-01,10853.46,0
"ACC-0000042",2025-01-01,5202.41,20
"ACC-0000042",2025-02-01,4834.49,0
"ACC-0000042",2025-03-01,4447.74,22
"ACC-0000042",2025-04-01,4048.2,0
"ACC-0000042",2025-05-01,3790.18,0
"ACC-0000042",2025-06-01,3464.99,0
"ACC-0000042",2025-07-01,3139.37,39
"ACC-0000042",2025-08-01,2756.23,71
"ACC-0000042",2025-09-01,2380.36,71
"ACC-0000042",2025-10-01,2049.89,66
"ACC-0000042",2025-11-01,1774.46,91
"ACC-0000042",2025-12-01,1532.07,66
"ACC-0000049",2025-01-01,19800.24,0
"ACC-0000049",2025-02-01,18599.26,0
"ACC-0000049",2025-03-01,17416.42,0
"ACC-0000049",2025-04-01,15840.8,0
"ACC-0000049",2025-05-01,14401.52,0
"ACC-0000049",2025-06-01,13022.04,0
"ACC-0000049",2025-07-01,11633.42,0
"ACC-0000049",2025-08-01,10227.58,0
"ACC-0000049",2025-09-01,8533.85,0
"ACC-0000049",2025-10-01,7163.97,0
"ACC-0000049",2025-11-01,5384.64,0
"ACC-0000049",2025-12-01,4169.69,0
"ACC-0000052",2025-01-01,4709.22,0
"ACC-0000052",2025-02-01,4269.25,0
"ACC-0000052",2025-03-01,3934.58,0
"ACC-0000052",2025-04-01,3520.63,0
"ACC-0000052",2025-05-01,3222.68,0
"ACC-0000052",2025-06-01,2906.54,0
"ACC-0000052",2025-07-01,2440.63,0
"ACC-0000052",2025-08-01,2032.61,0
"ACC-0000052",2025-09-01,1732.58,0
"ACC-0000052",2025-10-01,1316.32,0
"ACC-0000052",2025-11-01,955.5,0
"ACC-0000052",2025-12-01,487.26,0
"ACC-0000054",2025-01-01,37727.25,0
"ACC-0000054",2025-02-01,34928.67,0
"ACC-0000054",2025-03-01,32773.07,0
"ACC-0000054",2025-04-01,30293.58,0
"ACC-0000054",2025-05-01,28298.81,0
"ACC-0000054",2025-06-01,25680.82,0
"ACC-0000054",2025-07-01,23082.5,0
"ACC-0000054",2025-08-01,20620.95,0
"ACC-0000054",2025-09-01,18668.66,0
"ACC-0000054",2025-10-01,16036.32,0
"ACC-0000054",2025-11-01,13926.49,0
"ACC-0000054",2025-12-01,11689.86,0
"ACC-0000055",2025-01-01,13885.05,0
"ACC-0000055",2025-02-01,13276.02,0
"ACC-0000055",2025-03-01,12511.52,0
"ACC-0000055",2025-04-01,11627.92,0
"ACC-0000055",2025-05-01,10740.16,0
"ACC-0000055",2025-06-01,10160.16,0
"ACC-0000055",2025-07-01,9607.37,0
"ACC-0000055",2025-08-01,8818.48,0
"ACC-0000055",2025-09-01,8056.43,0
"ACC-0000055",2025-10-01,7141.67,0
"ACC-0000055",2025-11-01,6593.78,0
"ACC-0000055",2025-12-01,5691.67,0
"ACC-0000056",2025-01-01,58035.16,0
"ACC-0000056",2025-02-01,54555.56,0
"ACC-0000056",2025-03-01,50947.81,0
"ACC-0000056",2025-04-01,47686.09,0
"ACC-0000056",2025-05-01,43446.58,0
"ACC-0000056",2025-06-01,40874.42,0
"ACC-0000056",2025-07-01,37618.29,0
"ACC-0000056",2025-08-01,34368.07,0
"ACC-0000056",2025-09-01,30677.87,0
"ACC-0000056",2025-10-01,28089.05,0
"ACC-0000056",2025-11-01,24339.12,0
"ACC-0000056",2025-12-01,20693.05,0
"ACC-0000057",2025-01-01,27942.65,0
"ACC-0000057",2025-02-01,25582.08,36
"ACC-0000057",2025-03-01,23349.39,66
"ACC-0000057",2025-04-01,20822.06,110
"ACC-0000057",2025-05-01,18469.28,106
"ACC-0000057",2025-06-01,16796.26,84
"ACC-0000057",2025-07-01,14468.49,119
"ACC-0000057",2025-08-01,12811.63,90
"ACC-0000057",2025-09-01,10185.96,85
"ACC-0000057",2025-10-01,8192.04,105
"ACC-0000057",2025-11-01,6393.47,138
"ACC-0000057",2025-12-01,4109.84,173
"ACC-0000059",2025-01-01,2934.49,0
"ACC-0000059",2025-02-01,2726.89,0
"ACC-0000059",2025-03-01,2584.49,0
"ACC-0000059",2025-04-01,2392.16,0
"ACC-0000059",2025-05-01,2237.07,0
"ACC-0000059",2025-06-01,2098.94,0
"ACC-0000059",2025-07-01,1947.24,0
"ACC-0000059",2025-08-01,1782.68,0
"ACC-0000059",2025-09-01,1597.37,0
"ACC-0000059",2025-10-01,1395.84,0
"ACC-0000059",2025-11-01,1226.98,0
"ACC-0000059",2025-12-01,1038.83,0
"ACC-0000060",2025-01-01,19858.81,0
"ACC-0000060",2025-02-01,18208.54,0
"ACC-0000060",2025-03-01,16431.78,0
"ACC-0000060",2025-04-01,15417.68,0
"ACC-0000060",2025-05-01,13671,0
"ACC-0000060",2025-06-01,12234.1,0
"ACC-0000060",2025-07-01,10894.34,0
"ACC-0000060",2025-08-01,9890.38,0
"ACC-0000060",2025-09-01,8598.8,0
"ACC-0000060",2025-10-01,7583.22,0
"ACC-0000060",2025-11-01,6462.47,0
"ACC-0000060",2025-12-01,5155.53,0
"ACC-0000061",2025-01-01,7195.11,0
"ACC-0000061",2025-02-01,6690.04,0
"ACC-0000061",2025-03-01,6123.42,0
"ACC-0000061",2025-04-01,5522.66,0
"ACC-0000061",2025-05-01,4866.45,0
"ACC-0000061",2025-06-01,4223.82,0
"ACC-0000061",2025-07-01,3774.67,0
"ACC-0000061",2025-08-01,3278.25,0
"ACC-0000061",2025-09-01,2816.72,0
"ACC-0000061",2025-10-01,2433.19,0
"ACC-0000061",2025-11-01,1857.11,0
"ACC-0000061",2025-12-01,1330.58,0
"ACC-0000063",2025-01-01,17661,0
"ACC-0000063",2025-02-01,15978.46,0
"ACC-0000063",2025-03-01,14725.17,0
"ACC-0000063",2025-04-01,13449.43,0
"ACC-0000063",2025-05-01,12035.99,0
"ACC-0000063",2025-06-01,10914.33,17
"ACC-0000063",2025-07-01,9589.67,17
"ACC-0000063",2025-08-01,7893.46,0
"ACC-0000063",2025-09-01,6669.23,15
"ACC-0000063",2025-10-01,5242.26,43
"ACC-0000063",2025-11-01,3630.75,26
"ACC-0000063",2025-12-01,2481.75,7
"ACC-0000065",2025-01-01,38273.17,0
"ACC-0000065",2025-02-01,34548.92,0
"ACC-0000065",2025-03-01,31786.29,0
"ACC-0000065",2025-04-01,28703.85,0
"ACC-0000065",2025-05-01,26334.32,0
"ACC-0000065",2025-06-01,22781.36,0
"ACC-0000065",2025-07-01,19216.1,0
"ACC-0000065",2025-08-01,15598.08,0
"ACC-0000065",2025-09-01,13286.83,0
"ACC-0000065",2025-10-01,9940.07,0
"ACC-0000065",2025-11-01,7084.61,0
"ACC-0000065",2025-12-01,4676.78,0
"ACC-0000072",2025-01-01,9636.47,0
"ACC-0000072",2025-02-01,8926.65,0
"ACC-0000072",2025-03-01,8329.66,0
"ACC-0000072",2025-04-01,7722.21,0
"ACC-0000072",2025-05-01,7024.68,0
"ACC-0000072",2025-06-01,6280.22,0
"ACC-0000072",2025-07-01,5477.11,0
"ACC-0000072",2025-08-01,4719.19,0
"ACC-0000072",2025-09-01,4161.3,0
"ACC-0000072",2025-10-01,3416.97,0
"ACC-0000072",2025-11-01,2568.76,0
"ACC-0000072",2025-12-01,1824.72,0
"ACC-0000074",2025-01-01,31720.56,0
"ACC-0000074",2025-02-01,28883.21,0
"ACC-0000074",2025-03-01,26518.69,0
"ACC-0000074",2025-04-01,23946.2,0
"ACC-0000074",2025-05-01,21183.41,0
"ACC-0000074",2025-06-01,19342.37,0
"ACC-0000074",2025-07-01,17646.39,0
"ACC-0000074",2025-08-01,15339.31,0
"ACC-0000074",2025-09-01,12898.86,0
"ACC-0000074",2025-10-01,11196.76,0
"ACC-0000074",2025-11-01,8755.96,0
"ACC-0000074",2025-12-01,5990.99,0
"ACC-0000078",2025-01-01,82619.78,0
"ACC-0000078",2025-02-01,79256.34,0
"ACC-0000078",2025-03-01,74192.94,0
"ACC-0000078",2025-04-01,70733.42,0
"ACC-0000078",2025-05-01,65297.22,0
"ACC-0000078",2025-06-01,61135.99,0
"ACC-0000078",2025-07-01,57969.51,0
"ACC-0000078",2025-08-01,53481.91,0
"ACC-0000078",2025-09-01,50409.08,0
"ACC-0000078",2025-10-01,45471.08,0
"ACC-0000078",2025-11-01,39957.55,0
"ACC-0000078",2025-12-01,36279.48,0
"ACC-0000079",2025-01-01,31995.31,0
"ACC-0000079",2025-02-01,29849.02,0
"ACC-0000079",2025-03-01,27517.85,0
"ACC-0000079",2025-04-01,25714.67,0
"ACC-0000079",2025-05-01,24094.38,0
"ACC-0000079",2025-06-01,22458.39,0
"ACC-0000079",2025-07-01,20148.77,0
"ACC-0000079",2025-08-01,18545.86,0
"ACC-0000079",2025-09-01,16971.2,0
"ACC-0000079",2025-10-01,14939.72,0
"ACC-0000079",2025-11-01,13504.69,0
"ACC-0000079",2025-12-01,11621.62,0
"ACC-0000080",2025-01-01,26555.99,0
"ACC-0000080",2025-02-01,24862.06,0
"ACC-0000080",2025-03-01,23519.63,0
"ACC-0000080",2025-04-01,22219.54,0
"ACC-0000080",2025-05-01,20069.24,0
"ACC-0000080",2025-06-01,18549.18,0
"ACC-0000080",2025-07-01,16462.59,0
"ACC-0000080",2025-08-01,14734.26,0
"ACC-0000080",2025-09-01,13162.27,0
"ACC-0000080",2025-10-01,11166.31,0
"ACC-0000080",2025-11-01,9502.62,0
"ACC-0000080",2025-12-01,7457.23,0
"ACC-0000081",2025-01-01,31909.81,0
"ACC-0000081",2025-02-01,29717.56,0
"ACC-0000081",2025-03-01,27510.56,0
"ACC-0000081",2025-04-01,25229.31,0
"ACC-0000081",2025-05-01,23566.26,0
"ACC-0000081",2025-06-01,21603.79,0
"ACC-0000081",2025-07-01,19372.11,0
"ACC-0000081",2025-08-01,17190.08,0
"ACC-0000081",2025-09-01,15023.11,0
"ACC-0000081",2025-10-01,13502.18,0
"ACC-0000081",2025-11-01,11439.8,0
"ACC-0000081",2025-12-01,10049.36,0
"ACC-0000083",2025-01-01,8416.46,0
"ACC-0000083",2025-02-01,7829.29,0
"ACC-0000083",2025-03-01,7166.23,0
"ACC-0000083",2025-04-01,6526.45,0
"ACC-0000083",2025-05-01,5877.01,0
"ACC-0000083",2025-06-01,5262.9,0
"ACC-0000083",2025-07-01,4831.63,0
"ACC-0000083",2025-08-01,4157.94,0
"ACC-0000083",2025-09-01,3713.43,0
"ACC-0000083",2025-10-01,3096.97,0
"ACC-0000083",2025-11-01,2611.15,0
"ACC-0000083",2025-12-01,1946.26,0
"ACC-0000084",2025-01-01,29201.43,0
"ACC-0000084",2025-02-01,26529.76,0
"ACC-0000084",2025-03-01,25057.41,0
"ACC-0000084",2025-04-01,23038.34,0
"ACC-0000084",2025-05-01,21217.64,26
"ACC-0000084",2025-06-01,19330.77,8
"ACC-0000084",2025-07-01,17221.06,0
"ACC-0000084",2025-08-01,15438.53,0
"ACC-0000084",2025-09-01,13391.21,42
"ACC-0000084",2025-10-01,10856.66,16
"ACC-0000084",2025-11-01,8937.14,47
"ACC-0000084",2025-12-01,6790.6,75
"ACC-0000090",2025-01-01,10276.12,0
"ACC-0000090",2025-02-01,9274.02,0
"ACC-0000090",2025-03-01,8457.85,0
"ACC-0000090",2025-04-01,7905.22,0
"ACC-0000090",2025-05-01,7211.63,0
"ACC-0000090",2025-06-01,6227.4,0
"ACC-0000090",2025-07-01,5358.77,0
"ACC-0000090",2025-08-01,4537.5,0
"ACC-0000090",2025-09-01,3701.7,0
"ACC-0000090",2025-10-01,2848.63,0
"ACC-0000090",2025-11-01,1950.01,0
"ACC-0000090",2025-12-01,969.23,0
"ACC-0000091",2025-01-01,16725.48,0
"ACC-0000091",2025-02-01,15096.74,0
"ACC-0000091",2025-03-01,13469.96,0
"ACC-0000091",2025-04-01,12330.9,0
"ACC-0000091",2025-05-01,11240.97,0
"ACC-0000091",2025-06-01,9743.46,0
"ACC-0000091",2025-07-01,8665.13,0
"ACC-0000091",2025-08-01,7048.29,0
"ACC-0000091",2025-09-01,5530.3,0
"ACC-0000091",2025-10-01,4546.58,0
"ACC-0000091",2025-11-01,2971.21,0
"ACC-0000091",2025-12-01,1442.94,0
"ACC-0000092",2025-01-01,10157.83,0
"ACC-0000092",2025-02-01,9529.16,0
"ACC-0000092",2025-03-01,8858.89,0
"ACC-0000092",2025-04-01,8037.09,0
"ACC-0000092",2025-05-01,7241.01,0
"ACC-0000092",2025-06-01,6587.87,0
"ACC-0000092",2025-07-01,5925.5,0
"ACC-0000092",2025-08-01,5372.76,0
"ACC-0000092",2025-09-01,4581.71,0
"ACC-0000092",2025-10-01,3893.01,0
"ACC-0000092",2025-11-01,3099.46,0
"ACC-0000092",2025-12-01,2247.99,0
"ACC-0000094",2025-01-01,15212.88,32
"ACC-0000094",2025-02-01,14098.43,56
"ACC-0000094",2025-03-01,13229.51,96
"ACC-0000094",2025-04-01,11899.22,84
"ACC-0000094",2025-05-01,10671.99,70
"ACC-0000094",2025-06-01,9567.85,54
"ACC-0000094",2025-07-01,8387.57,73
"ACC-0000094",2025-08-01,7521.23,92
"ACC-0000094",2025-09-01,6342.57,82
"ACC-0000094",2025-10-01,5190.55,62
"ACC-0000094",2025-11-01,3926.02,42
"ACC-0000094",2025-12-01,2511.87,79
"ACC-0000095",2025-01-01,28062.38,0
"ACC-0000095",2025-02-01,26146.55,0
"ACC-0000095",2025-03-01,24665.2,19
"ACC-0000095",2025-04-01,23257.88,42
"ACC-0000095",2025-05-01,21429.56,57
"ACC-0000095",2025-06-01,19575,94
"ACC-0000095",2025-07-01,17570.9,112
"ACC-0000095",2025-08-01,15456.21,150
"ACC-0000095",2025-09-01,13999.7,180
"ACC-0000095",2025-10-01,12077.65,180
"ACC-0000095",2025-11-01,10390.98,180
"ACC-0000095",2025-12-01,8658.63,180
"ACC-0000096",2025-01-01,62519.48,0
"ACC-0000096",2025-02-01,60006.89,0
"ACC-0000096",2025-03-01,56773.59,0
"ACC-0000096",2025-04-01,53902.39,0
"ACC-0000096",2025-05-01,50801.35,0
"ACC-0000096",2025-06-01,47138.02,0
"ACC-0000096",2025-07-01,42694.12,0
"ACC-0000096",2025-08-01,39417.16,0
"ACC-0000096",2025-09-01,36764.59,0
"ACC-0000096",2025-10-01,34165.88,0
"ACC-0000096",2025-11-01,30914.87,0
"ACC-0000096",2025-12-01,26948.64,0
"ACC-0000100",2025-01-01,23147.99,0
"ACC-0000100",2025-02-01,21917.45,0
"ACC-0000100",2025-03-01,19826.23,0
"ACC-0000100",2025-04-01,18594.43,0
"ACC-0000100",2025-05-01,17353.05,0
"ACC-0000100",2025-06-01,15601.07,0
"ACC-0000100",2025-07-01,14178.21,0
"ACC-0000100",2025-08-01,12570,0
"ACC-0000100",2025-09-01,11380.33,0
"ACC-0000100",2025-10-01,9974.62,0
"ACC-0000100",2025-11-01,8686,0
"ACC-0000100",2025-12-01,7029.85,0
"ACC-0000102",2025-01-01,9344.66,0
"ACC-0000102",2025-02-01,8753.65,0
"ACC-0000102",2025-03-01,8218.86,0
"ACC-0000102",2025-04-01,7718.27,0
"ACC-0000102",2025-05-01,6989.32,0
"ACC-0000102",2025-06-01,6401.17,0
"ACC-0000102",2025-07-01,5957.25,0
"ACC-0000102",2025-08-01,5227.28,0
"ACC-0000102",2025-09-01,4493.9,0
"ACC-0000102",2025-10-01,3897.78,0
"ACC-0000102",2025-11-01,3176.72,0
"ACC-0000102",2025-12-01,2415.03,0
"ACC-0000103",2025-01-01,15085.08,0
"ACC-0000103",2025-02-01,14218.93,0
"ACC-0000103",2025-03-01,13290.05,0
"ACC-0000103",2025-04-01,12488.76,0
"ACC-0000103",2025-05-01,11604.69,0
"ACC-0000103",2025-06-01,10787.73,0
"ACC-0000103",2025-07-01,10020.86,0
"ACC-0000103",2025-08-01,8686.57,0
"ACC-0000103",2025-09-01,7858.93,0
"ACC-0000103",2025-10-01,6925.02,0
"ACC-0000103",2025-11-01,5669.67,0
"ACC-0000103",2025-12-01,4835.44,0
"ACC-0000104",2025-01-01,10830.94,0
"ACC-0000104",2025-02-01,9909.29,0
"ACC-0000104",2025-03-01,9207.72,0
"ACC-0000104",2025-04-01,8183.37,0
"ACC-0000104",2025-05-01,7417.45,0
"ACC-0000104",2025-06-01,6465.62,0
"ACC-0000104",2025-07-01,5493.98,0
